@relation moving_squares

@attribute feat_1 numeric
@attribute feat_2 numeric
@attribute target {0,1,2,3}

@data
0.26162,0.005868,3
0.487848,0.047629,0
0.37508,0.022526,1
0.336789,0.00612,2
0.214761,0.009725,3
0.48333,0.012677,0
0.385386,0.039484,1
0.309431,0.037619,2
0.232747,0.034475,3
0.468821,0.028064,0
0.378504,0.033231,1
0.294817,0.008599,2
0.260228,0.037539,3
0.435284,0.046642,0
0.368931,0.001875,1
0.293202,0.041116,2
0.25,0.031561,3
0.454631,0.000945,0
0.385832,0.003705,1
0.313799,0.00583,2
0.243808,0.047596,3
0.45173,0.032975,0
0.401374,0.024606,1
0.320218,0.046534,2
0.22283,0.027378,3
0.481537,0.037007,0
0.375109,0.000255,1
0.300723,0.007916,2
0.207422,0.001107,3
0.455823,0.042702,0
0.364898,0.045645,1
0.285864,0.025529,2
0.221019,0.033575,3
0.479769,0.020797,0
0.355448,0.041722,1
0.305652,0.017957,2
0.242571,0.026979,3
0.443438,0.004577,0
0.390776,0.007015,1
0.291381,0.011398,2
0.234827,0.04767,3
0.456711,0.002549,0
0.376226,0.048878,1
0.30027,0.044656,2
0.238302,0.031431,3
0.458149,0.00316,0
0.376433,0.005897,1
0.295083,0.027663,2
0.232194,0.02771,3
0.453781,0.020292,0
0.395675,0.016295,1
0.278023,0.048929,2
0.213928,0.029811,3
0.434643,0.044835,0
0.371732,0.034932,1
0.312255,0.038145,2
0.232811,0.041577,3
0.462614,0.021772,0
0.370652,0.044611,1
0.287898,0.04673,2
0.21044,0.033688,3
0.43162,0.012238,0
0.388095,0.006912,1
0.3186,0.037138,2
0.231487,0.014634,3
0.441918,0.005831,0
0.349757,0.037067,1
0.319639,0.04437,2
0.226736,0.008768,3
0.453838,0.001061,0
0.370535,0.037593,1
0.30036,0.034522,2
0.244481,0.011313,3
0.440568,0.030329,0
0.372764,0.020507,1
0.289289,0.032912,2
0.229127,0.008339,3
0.424635,0.022219,0
0.389428,0.037316,1
0.269431,0.044692,2
0.218849,0.01556,3
0.43266,0.017287,0
0.351829,0.006694,1
0.279868,0.013229,2
0.217645,0.03844,3
0.421993,0.047168,0
0.361294,0.028222,1
0.303971,0.030838,2
0.231117,0.021305,3
0.452582,0.035359,0
0.351599,0.000624,1
0.303863,0.010819,2
0.228327,0.04527,3
0.429387,0.048945,0
0.343568,0.021395,1
0.289562,0.041109,2
0.196189,0.048621,3
0.458431,0.02347,0
0.349121,0.000145,1
0.298733,0.00779,2
0.19246,0.026122,3
0.433029,0.029784,0
0.347115,0.043714,1
0.288609,0.001668,2
0.214532,0.004344,3
0.449666,0.009265,0
0.339171,0.039862,1
0.268352,0.032683,2
0.207476,0.013205,3
0.418146,0.042182,0
0.342438,0.038128,1
0.310398,0.019646,2
0.207737,0.001813,3
0.430287,0.029211,0
0.376333,0.033577,1
0.308691,0.035676,2
0.214728,0.022552,3
0.416848,0.006411,0
0.347707,0.0083,1
0.304468,0.031247,2
0.194506,0.006291,3
0.409515,0.047586,0
0.363967,0.019918,1
0.271657,0.010758,2
0.185284,0.005617,3
0.408172,0.042642,0
0.351159,0.02216,1
0.280179,0.030928,2
0.212964,0.037802,3
0.407664,0.027643,0
0.371663,0.031936,1
0.283012,0.020327,2
0.225483,0.045387,3
0.434806,0.030436,0
0.354219,0.003841,1
0.28418,0.011919,2
0.20136,0.038943,3
0.451299,0.02914,0
0.37612,0.012594,1
0.294496,0.03629,2
0.18394,0.019692,3
0.414583,0.014625,0
0.331404,0.001445,1
0.280132,0.042611,2
0.186659,0.007433,3
0.437565,0.045402,0
0.374068,0.045872,1
0.264236,0.006531,2
0.20301,0.04587,3
0.4378,0.021336,0
0.36056,0.008138,1
0.266597,0.014702,2
0.207742,0.031466,3
0.410045,0.005744,0
0.327215,0.038378,1
0.293149,0.024715,2
0.17563,0.027409,3
0.414988,0.004803,0
0.351854,0.000391,1
0.25317,0.046457,2
0.182167,0.039499,3
0.412318,0.047181,0
0.367931,0.005693,1
0.252555,0.017579,2
0.217251,0.048806,3
0.406722,0.044107,0
0.367339,0.047718,1
0.290139,0.035941,2
0.209351,0.024253,3
0.433725,0.011728,0
0.336439,0.041051,1
0.295016,0.001702,2
0.186088,0.046753,3
0.400405,0.010493,0
0.331824,0.041376,1
0.249165,0.034979,2
0.181835,0.007344,3
0.421522,0.001616,0
0.321905,0.043996,1
0.267286,0.004974,2
0.21789,0.000232,3
0.400179,0.010998,0
0.35454,0.011333,1
0.248607,0.032997,2
0.209621,0.031718,3
0.418657,0.013998,0
0.361086,0.006811,1
0.283806,0.014147,2
0.203072,0.042855,3
0.421017,0.028476,0
0.365554,0.006338,1
0.288323,0.014817,2
0.19992,0.012583,3
0.41065,0.004009,0
0.342454,0.014806,1
0.261013,0.004834,2
0.180207,0.004729,3
0.420983,0.011542,0
0.344915,0.045132,1
0.247652,0.01945,2
0.185445,0.033255,3
0.427376,0.022886,0
0.353048,0.003701,1
0.2612,0.020625,2
0.201967,0.009848,3
0.433269,0.025702,0
0.320079,0.021597,1
0.272779,0.008616,2
0.175518,0.026588,3
0.429339,0.042523,0
0.350054,0.003021,1
0.258288,0.029365,2
0.183778,0.028455,3
0.433737,0.006855,0
0.349208,0.034331,1
0.250109,0.047167,2
0.181351,0.031286,3
0.417886,0.027367,0
0.3518,0.005923,1
0.266928,0.023458,2
0.200139,0.014786,3
0.428465,0.036159,0
0.33604,0.014008,1
0.269179,0.045984,2
0.177266,0.010317,3
0.386,0.012764,0
0.314048,0.030525,1
0.277214,0.001178,2
0.18926,0.028779,3
0.395088,0.032216,0
0.354609,0.01998,1
0.239306,0.042407,2
0.18457,0.03503,3
0.406206,0.011904,0
0.349692,0.020615,1
0.276913,0.024112,2
0.19351,0.010481,3
0.396327,0.042515,0
0.316141,0.005627,1
0.269298,0.004277,2
0.190023,0.010611,3
0.421411,0.003221,0
0.322468,0.021574,1
0.274897,0.033895,2
0.180796,0.034506,3
0.412838,0.022573,0
0.340599,0.000113,1
0.246426,0.033471,2
0.168262,0.004654,3
0.405655,0.03215,0
0.331413,0.009277,1
0.237524,0.041195,2
0.174404,0.025292,3
0.41449,0.045427,0
0.310288,0.029523,1
0.266327,0.002628,2
0.158485,0.044816,3
0.398906,0.027792,0
0.346437,0.045564,1
0.228018,0.026256,2
0.15358,0.040858,3
0.405127,0.030487,0
0.336813,0.019383,1
0.265176,0.03012,2
0.148331,0.033208,3
0.386279,0.022367,0
0.34104,0.003612,1
0.235225,0.024839,2
0.176726,0.023679,3
0.399683,0.021525,0
0.340513,0.015093,1
0.26633,0.009007,2
0.176906,0.049438,3
0.372762,0.016941,0
0.317621,0.024658,1
0.222203,0.011576,2
0.169762,0.012257,3
0.416044,0.049534,0
0.300314,0.029326,1
0.261708,0.01283,2
0.192152,0.040872,3
0.407888,0.005123,0
0.333091,0.01801,1
0.234697,0.010494,2
0.15545,0.031789,3
0.384107,0.006981,0
0.293246,0.043615,1
0.255865,0.007215,2
0.177922,0.037307,3
0.393234,0.004155,0
0.305794,0.030789,1
0.221228,0.012579,2
0.142936,0.04264,3
0.390161,0.006322,0
0.328443,0.009966,1
0.230721,0.035147,2
0.158613,0.015882,3
0.389791,0.009295,0
0.300019,0.006756,1
0.225062,0.024147,2
0.188841,0.010424,3
0.363771,0.001418,0
0.315936,0.00121,1
0.227546,0.030792,2
0.172806,0.032264,3
0.398686,0.04043,0
0.318246,0.038802,1
0.254856,0.030604,2
0.180605,0.00196,3
0.405162,0.025571,0
0.293115,0.006805,1
0.222979,0.018501,2
0.169839,0.034047,3
0.392433,0.00765,0
0.321473,0.024562,1
0.239903,0.048436,2
0.169319,0.024008,3
0.388078,0.022168,0
0.286187,0.011767,1
0.212012,0.030059,2
0.166915,0.018768,3
0.396967,0.028221,0
0.319414,0.03228,1
0.22508,0.047662,2
0.155151,0.015489,3
0.399944,0.017648,0
0.292971,0.004082,1
0.208048,0.01196,2
0.14253,0.000018,3
0.380294,0.044468,0
0.282649,0.005677,1
0.254796,0.018572,2
0.139179,0.044999,3
0.370668,0.00309,0
0.309515,0.003113,1
0.217374,0.005199,2
0.141485,0.016454,3
0.370816,0.048824,0
0.300198,0.042615,1
0.224912,0.044114,2
0.132166,0.045293,3
0.390921,0.037541,0
0.288961,0.003903,1
0.226734,0.03656,2
0.172017,0.037224,3
0.38963,0.016045,0
0.300285,0.021238,1
0.224098,0.018847,2
0.127994,0.015235,3
0.377084,0.029311,0
0.282237,0.033676,1
0.221401,0.021252,2
0.137344,0.006047,3
0.397908,0.005245,0
0.294712,0.032081,1
0.220722,0.018318,2
0.150605,0.032894,3
0.366461,0.004529,0
0.29698,0.020278,1
0.216751,0.044555,2
0.154597,0.009611,3
0.375956,0.023262,0
0.307189,0.032123,1
0.230671,0.012581,2
0.160398,0.005687,3
0.364711,0.038899,0
0.312576,0.039871,1
0.214329,0.012312,2
0.165275,0.0397,3
0.357703,0.034906,0
0.278281,0.004345,1
0.242744,0.026464,2
0.136202,0.036567,3
0.375202,0.017394,0
0.313577,0.03339,1
0.19848,0.04951,2
0.160385,0.043592,3
0.361208,0.006855,0
0.273254,0.030988,1
0.224969,0.036939,2
0.13081,0.007058,3
0.384675,0.021561,0
0.30599,0.011801,1
0.213255,0.022305,2
0.132472,0.045439,3
0.374627,0.040129,0
0.279046,0.00404,1
0.228352,0.031714,2
0.14492,0.041004,3
0.344329,0.039471,0
0.268095,0.018664,1
0.237988,0.003176,2
0.126754,0.007247,3
0.376289,0.030055,0
0.303783,0.011042,1
0.210944,0.021654,2
0.150328,0.0385,3
0.370074,0.000439,0
0.292818,0.038312,1
0.218797,0.014697,2
0.161783,0.039322,3
0.363444,0.012811,0
0.290619,0.029193,1
0.233514,0.001619,2
0.150303,0.028187,3
0.342186,0.019104,0
0.277836,0.030291,1
0.236107,0.034397,2
0.144364,0.008828,3
0.34365,0.042018,0
0.295117,0.026836,1
0.218866,0.030177,2
0.153953,0.029757,3
0.372022,0.030624,0
0.297463,0.000879,1
0.204343,0.016723,2
0.135827,0.04655,3
0.3587,0.036161,0
0.298075,0.005252,1
0.226118,0.040284,2
0.157572,0.045151,3
0.35389,0.008592,0
0.287507,0.045503,1
0.217907,0.047899,2
0.124226,0.017181,3
0.339594,0.031336,0
0.266619,0.042087,1
0.190288,0.000369,2
0.107644,0.034733,3
0.342538,0.042051,0
0.282727,0.005425,1
0.181239,0.010325,2
0.146603,0.037933,3
0.37015,0.044424,0
0.295658,0.045552,1
0.195596,0.033177,2
0.119444,0.035272,3
0.339559,0.025414,0
0.286334,0.002789,1
0.179598,0.027469,2
0.138476,0.019287,3
0.352553,0.021753,0
0.286953,0.046175,1
0.199943,0.015337,2
0.149226,0.041753,3
0.33018,0.035978,0
0.260737,0.012116,1
0.179347,0.03979,2
0.112777,0.03594,3
0.374177,0.00473,0
0.297564,0.035735,1
0.182807,0.033947,2
0.121374,0.040485,3
0.369722,0.027964,0
0.279082,0.028208,1
0.1852,0.043659,2
0.106578,0.001499,3
0.337971,0.030872,0
0.269395,0.007144,1
0.215063,0.005054,2
0.128003,0.011623,3
0.352553,0.003692,0
0.278849,0.020173,1
0.199165,0.046061,2
0.119721,0.03803,3
0.325831,0.03295,0
0.260796,0.019313,1
0.204912,0.018569,2
0.143262,0.037032,3
0.35396,0.00797,0
0.276425,0.042705,1
0.202745,0.038174,2
0.117685,0.040436,3
0.332254,0.028958,0
0.251271,0.00988,1
0.205706,0.014954,2
0.11119,0.030058,3
0.351917,0.042613,0
0.265608,0.044227,1
0.201446,0.005598,2
0.140863,0.031403,3
0.324665,0.042643,0
0.248689,0.048755,1
0.17864,0.030067,2
0.127767,0.005078,3
0.364242,0.018822,0
0.283634,0.029222,1
0.170377,0.028651,2
0.105325,0.027711,3
0.329873,0.022409,0
0.252109,0.017996,1
0.174945,0.029023,2
0.120763,0.008958,3
0.341107,0.034356,0
0.2563,0.049587,1
0.203868,0.027457,2
0.11441,0.04076,3
0.356776,0.033773,0
0.267252,0.018284,1
0.178548,0.046599,2
0.125248,0.023652,3
0.351877,0.011477,0
0.244046,0.011794,1
0.179358,0.032391,2
0.127827,0.006991,3
0.312343,0.027415,0
0.27483,0.022566,1
0.166814,0.017345,2
0.112479,0.023284,3
0.346882,0.041636,0
0.259752,0.022084,1
0.183861,0.041004,2
0.122208,0.013086,3
0.351355,0.010604,0
0.249564,0.047303,1
0.182711,0.00144,2
0.094843,0.025131,3
0.322908,0.040318,0
0.241855,0.009655,1
0.16272,0.01969,2
0.127408,0.03743,3
0.317139,0.027355,0
0.248101,0.032635,1
0.166439,0.038096,2
0.116092,0.003179,3
0.34849,0.002177,0
0.236636,0.003513,1
0.178039,0.043549,2
0.111353,0.047727,3
0.345635,0.022136,0
0.259668,0.030675,1
0.175074,0.029919,2
0.106309,0.037306,3
0.30666,0.040899,0
0.263417,0.040439,1
0.187391,0.011708,2
0.128644,0.000289,3
0.305434,0.000645,0
0.241838,0.04537,1
0.200713,0.044466,2
0.092465,0.038989,3
0.316133,0.027394,0
0.238923,0.011944,1
0.168826,0.039616,2
0.125638,0.013783,3
0.344624,0.008983,0
0.250821,0.017134,1
0.169282,0.016312,2
0.11983,0.039837,3
0.33922,0.042131,0
0.253153,0.037109,1
0.199956,0.031059,2
0.116524,0.009453,3
0.316087,0.029321,0
0.258122,0.011233,1
0.161972,0.040283,2
0.102265,0.038947,3
0.326758,0.017296,0
0.226464,0.020188,1
0.150867,0.036375,2
0.08977,0.001484,3
0.314547,0.025496,0
0.266551,0.027494,1
0.165762,0.002041,2
0.094855,0.019156,3
0.331145,0.021048,0
0.235124,0.008668,1
0.159121,0.048691,2
0.088062,0.029231,3
0.32158,0.03759,0
0.229311,0.001923,1
0.154174,0.023011,2
0.118482,0.011618,3
0.33541,0.025331,0
0.264898,0.04894,1
0.170148,0.043648,2
0.09041,0.033066,3
0.322188,0.024978,0
0.249211,0.024345,1
0.176248,0.013477,2
0.096492,0.031952,3
0.302167,0.017629,0
0.227217,0.015079,1
0.155231,0.048332,2
0.105097,0.000124,3
0.316498,0.043377,0
0.262078,0.028787,1
0.15469,0.037992,2
0.070401,0.036223,3
0.332522,0.012716,0
0.251687,0.030081,1
0.184196,0.048247,2
0.110749,0.021123,3
0.325419,0.027873,0
0.250041,0.008103,1
0.147842,0.049193,2
0.082239,0.007345,3
0.304071,0.028962,0
0.222665,0.02337,1
0.169071,0.009906,2
0.07429,0.005873,3
0.288874,0.041229,0
0.258089,0.045965,1
0.139196,0.027466,2
0.09437,0.009066,3
0.335998,0.023354,0
0.257276,0.033854,1
0.139391,0.037089,2
0.065143,0.035283,3
0.322922,0.035056,0
0.255052,0.044225,1
0.141849,0.037687,2
0.080936,0.000816,3
0.297498,0.010283,0
0.254581,0.046979,1
0.150582,0.004386,2
0.061896,0.034882,3
0.311326,0.018102,0
0.243323,0.001056,1
0.155602,0.022163,2
0.092267,0.000304,3
0.295519,0.002093,0
0.245779,0.00285,1
0.143426,0.028535,2
0.076807,0.003143,3
0.285932,0.045773,0
0.244274,0.016991,1
0.175075,0.035324,2
0.077816,0.025614,3
0.291334,0.023527,0
0.216885,0.014461,1
0.173609,0.02157,2
0.071863,0.016432,3
0.282442,0.009089,0
0.21285,0.032299,1
0.148202,0.008574,2
0.086339,0.024576,3
0.282597,0.029878,0
0.205074,0.03606,1
0.145584,0.003251,2
0.100389,0.019568,3
0.285709,0.018625,0
0.210266,0.031578,1
0.148066,0.006161,2
0.083733,0.042449,3
0.284299,0.026782,0
0.236712,0.047086,1
0.172399,0.030333,2
0.10002,0.002005,3
0.313906,0.047783,0
0.203966,0.027531,1
0.171949,0.018241,2
0.088753,0.035566,3
0.280631,0.028646,0
0.24723,0.020767,1
0.150319,0.022185,2
0.058417,0.046139,3
0.322842,0.042975,0
0.214782,0.017484,1
0.17013,0.008246,2
0.051565,0.001854,3
0.280358,0.011823,0
0.230632,0.031162,1
0.169998,0.003469,2
0.072068,0.042398,3
0.280843,0.030299,0
0.228833,0.020817,1
0.152445,0.009324,2
0.083471,0.048859,3
0.28355,0.027298,0
0.232503,0.025003,1
0.145948,0.047879,2
0.063003,0.039704,3
0.273872,0.031889,0
0.228203,0.035607,1
0.143799,0.032202,2
0.061226,0.031497,3
0.281536,0.020276,0
0.229593,0.021799,1
0.129528,0.035781,2
0.059559,0.000985,3
0.275796,0.019874,0
0.235721,0.02833,1
0.166386,0.048596,2
0.077412,0.001516,3
0.30079,0.037645,0
0.194965,0.047286,1
0.124855,0.032744,2
0.059885,0.008592,3
0.294415,0.017799,0
0.233106,0.001553,1
0.150802,0.019754,2
0.042034,0.040365,3
0.291561,0.001066,0
0.212297,0.013951,1
0.145147,0.013823,2
0.056102,0.041957,3
0.275922,0.030552,0
0.233788,0.033837,1
0.160986,0.003135,2
0.06871,0.048669,3
0.297776,0.013,0
0.194723,0.009316,1
0.147034,0.003769,2
0.068751,0.023922,3
0.301544,0.008155,0
0.211748,0.009125,1
0.135266,0.033189,2
0.085997,0.042687,3
0.290727,0.008157,0
0.199661,0.017536,1
0.113197,0.012634,2
0.044412,0.019655,3
0.299533,0.028154,0
0.18943,0.024405,1
0.146358,0.014809,2
0.039823,0.039461,3
0.266432,0.00928,0
0.203333,0.039781,1
0.123368,0.036414,2
0.044968,0.034141,3
0.302519,0.021409,0
0.224533,0.021215,1
0.152653,0.035672,2
0.066146,0.02502,3
0.286683,0.024504,0
0.198003,0.003261,1
0.119707,0.031573,2
0.044315,0.031239,3
0.279803,0.001371,0
0.219936,0.016619,1
0.127562,0.037808,2
0.067136,0.01681,3
0.275579,0.047564,0
0.206092,0.043454,1
0.108315,0.007178,2
0.043975,0.008532,3
0.269599,0.024393,0
0.214395,0.044032,1
0.106898,0.026127,2
0.063027,0.014043,3
0.265305,0.036202,0
0.221403,0.038284,1
0.140112,0.008647,2
0.05102,0.00105,3
0.257117,0.026913,0
0.212127,0.047508,1
0.123626,0.035791,2
0.037428,0.001341,3
0.27174,0.016731,0
0.202922,0.030391,1
0.108651,0.010941,2
0.032537,0.040605,3
0.274644,0.033023,0
0.186936,0.0127,1
0.124211,0.017526,2
0.039209,0.003385,3
0.257095,0.000501,0
0.194778,0.037732,1
0.10743,0.044613,2
0.036029,0.03823,3
0.254706,0.001154,0
0.195047,0.041871,1
0.111274,0.043757,2
0.038725,0.033638,3
0.259462,0.030856,0
0.174494,0.034012,1
0.135484,0.014963,2
0.060234,0.015905,3
0.247863,0.020709,0
0.210582,0.012391,1
0.127185,0.022878,2
0.066128,0.002686,3
0.268827,0.048353,0
0.203628,0.037704,1
0.118323,0.046187,2
0.03529,0.026151,3
0.278156,0.011474,0
0.195855,0.048921,1
0.132665,0.015135,2
0.049455,0.042397,3
0.244339,0.007282,0
0.197863,0.032608,1
0.127064,0.029185,2
0.033636,0.021993,3
0.262825,0.047039,0
0.185778,0.039575,1
0.092715,0.034175,2
0.02665,0.005592,3
0.290081,0.013356,0
0.192436,0.035949,1
0.095797,0.042888,2
0.048516,0.031537,3
0.270501,0.029269,0
0.178371,0.02572,1
0.096377,0.043984,2
0.024096,0.033298,3
0.285952,0.023667,0
0.203111,0.023045,1
0.124614,0.044501,2
0.040838,0.031384,3
0.250538,0.020287,0
0.179263,0.018327,1
0.120494,0.046271,2
0.021316,0.047125,3
0.272962,0.006595,0
0.174489,0.036314,1
0.112486,0.024025,2
0.034858,0.039392,3
0.25034,0.01259,0
0.202111,0.036402,1
0.090706,0.02639,2
0.04128,0.042703,3
0.26656,0.037634,0
0.182644,0.043973,1
0.120372,0.014547,2
0.04948,0.005642,3
0.281253,0.008609,0
0.171192,0.013579,1
0.133369,0.018014,2
0.010367,0.030078,3
0.25352,0.016421,0
0.185872,0.024718,1
0.131142,0.022251,2
0.041062,0.037557,3
0.265638,0.031767,0
0.172023,0.001156,1
0.108225,0.005399,2
0.05491,0.020057,3
0.23393,0.031751,0
0.168599,0.031764,1
0.093915,0.008937,2
0.029653,0.031516,3
0.233894,0.01153,0
0.195282,0.005956,1
0.122478,0.045387,2
0.047524,0.008703,3
0.24922,0.023987,0
0.187719,0.00888,1
0.103947,0.015943,2
0.043473,0.025541,3
0.236014,0.017581,0
0.160233,0.019402,1
0.115871,0.040485,2
0.040033,0.024108,3
0.264486,0.046207,0
0.16215,0.046535,1
0.08497,0.035159,2
0.04735,0.010462,3
0.247927,0.047886,0
0.1857,0.019983,1
0.114625,0.035561,2
0.02796,0.013507,3
0.233516,0.00392,0
0.158333,0.022681,1
0.100426,0.004661,2
0.020103,0.032395,3
0.25762,0.044484,0
0.156599,0.003446,1
0.098066,0.019796,2
0.030365,0.001106,3
0.228467,0.046136,0
0.201673,0.034649,1
0.106308,0.033218,2
0.047908,0.004151,3
0.255397,0.021848,0
0.176293,0.031166,1
0.081095,0.036006,2
0.008371,0.012502,3
0.268571,0.04779,0
0.197008,0.028135,1
0.083881,0.016883,2
0.028978,0.014362,3
0.248277,0.029057,0
0.182908,0.003903,1
0.087497,0.043587,2
0.008361,0.035266,3
0.278997,0.000277,0
0.167012,0.009367,1
0.090683,0.037062,2
0.028724,0.028115,3
0.267093,0.010253,0
0.182275,0.0004,1
0.090292,0.00093,2
0.022489,0.038784,3
0.252054,0.006952,0
0.200985,0.01142,1
0.090221,0.042911,2
0.042415,0.040151,3
0.249189,0.046992,0
0.169072,0.016995,1
0.11126,0.041717,2
0.026187,0.003151,3
0.280201,0.037397,0
0.177698,0.009866,1
0.117962,0.045427,2
0.031987,0.026515,3
0.241338,0.022748,0
0.203554,0.046019,1
0.126147,0.039769,2
0.027942,0.018275,3
0.246099,0.02439,0
0.20962,0.037042,1
0.112283,0.000616,2
0.021508,0.021302,3
0.269822,0.032233,0
0.203063,0.022613,1
0.105694,0.004261,2
0.051707,0.049698,3
0.26003,0.039873,0
0.207122,0.028021,1
0.110408,0.040641,2
0.022182,0.01909,3
0.2688,0.005441,0
0.197915,0.024768,1
0.121958,0.028873,2
0.063491,0.040922,3
0.290706,0.042408,0
0.189493,0.048109,1
0.140052,0.039737,2
0.051826,0.035403,3
0.284763,0.001266,0
0.215708,0.043369,1
0.112347,0.003329,2
0.04076,0.04206,3
0.28838,0.049623,0
0.206894,0.04878,1
0.113718,0.034268,2
0.030185,0.042759,3
0.286842,0.042328,0
0.182956,0.044861,1
0.111151,0.041871,2
0.046577,0.035854,3
0.277208,0.044477,0
0.173912,0.01263,1
0.125817,0.003465,2
0.055025,0.027818,3
0.252709,0.043806,0
0.211615,0.042673,1
0.124563,0.032258,2
0.023853,0.026312,3
0.258005,0.000095,0
0.194751,0.038219,1
0.123449,0.039548,2
0.067629,0.039353,3
0.256925,0.025244,0
0.209229,0.024869,1
0.135852,0.045608,2
0.061467,0.012395,3
0.292659,0.015613,0
0.20555,0.032181,1
0.144745,0.029951,2
0.059221,0.007779,3
0.276542,0.04598,0
0.189974,0.048599,1
0.122534,0.024673,2
0.041185,0.019376,3
0.269439,0.009608,0
0.184882,0.035133,1
0.115101,0.033293,2
0.048557,0.039288,3
0.295632,0.019641,0
0.187151,0.034588,1
0.109642,0.004186,2
0.040071,0.031408,3
0.295834,0.009572,0
0.201308,0.042211,1
0.138719,0.0191,2
0.029296,0.036997,3
0.278835,0.036641,0
0.181598,0.042654,1
0.134498,0.042194,2
0.06489,0.005003,3
0.277365,0.006068,0
0.182165,0.019939,1
0.133092,0.027376,2
0.058691,0.041667,3
0.291954,0.018673,0
0.214136,0.016325,1
0.133402,0.021199,2
0.059269,0.029036,3
0.267109,0.024322,0
0.224421,0.029124,1
0.143898,0.046065,2
0.080506,0.017689,3
0.26713,0.022253,0
0.215406,0.026453,1
0.114462,0.012622,2
0.062621,0.030558,3
0.307054,0.012366,0
0.192771,0.028888,1
0.140811,0.01495,2
0.043426,0.024799,3
0.261631,0.020904,0
0.193317,0.030455,1
0.12144,0.04824,2
0.073534,0.027865,3
0.266515,0.022622,0
0.232703,0.006436,1
0.123583,0.034102,2
0.053217,0.04704,3
0.300162,0.04113,0
0.219726,0.02048,1
0.148665,0.027427,2
0.078802,0.041116,3
0.292986,0.004805,0
0.219219,0.00081,1
0.128451,0.018933,2
0.087337,0.038579,3
0.313697,0.00701,0
0.22297,0.043585,1
0.131363,0.003363,2
0.064209,0.020024,3
0.307937,0.006676,0
0.232908,0.047335,1
0.15652,0.008499,2
0.063131,0.044033,3
0.293713,0.035024,0
0.222107,0.034041,1
0.11709,0.034705,2
0.058074,0.019321,3
0.29695,0.01011,0
0.21127,0.020809,1
0.126237,0.042967,2
0.090387,0.020527,3
0.292585,0.018967,0
0.22644,0.031966,1
0.144157,0.011306,2
0.065794,0.02208,3
0.305146,0.002236,0
0.224835,0.048032,1
0.125048,0.008811,2
0.052662,0.006866,3
0.300551,0.008246,0
0.213688,0.024371,1
0.158508,0.014226,2
0.094082,0.002204,3
0.273107,0.039122,0
0.213361,0.004469,1
0.149262,0.021198,2
0.050653,0.043225,3
0.276944,0.01543,0
0.235765,0.001883,1
0.155045,0.028736,2
0.078461,0.020939,3
0.279089,0.007853,0
0.242254,0.018299,1
0.127423,0.004831,2
0.071291,0.021889,3
0.307171,0.020602,0
0.202818,0.020855,1
0.172324,0.005992,2
0.095334,0.021377,3
0.321686,0.013747,0
0.233525,0.033261,1
0.169387,0.024726,2
0.084702,0.043213,3
0.32285,0.023712,0
0.22692,0.035242,1
0.126256,0.012013,2
0.06894,0.017539,3
0.326194,0.044918,0
0.204063,0.000346,1
0.156556,0.023809,2
0.095348,0.005186,3
0.29947,0.003019,0
0.229481,0.033478,1
0.160734,0.016302,2
0.056502,0.048723,3
0.282501,0.048579,0
0.207285,0.015345,1
0.140219,0.034305,2
0.055173,0.044912,3
0.286914,0.038562,0
0.252595,0.032169,1
0.140445,0.046415,2
0.074953,0.026241,3
0.315776,0.023254,0
0.248493,0.037087,1
0.145569,0.001411,2
0.06546,0.035532,3
0.303143,0.017068,0
0.234357,0.042589,1
0.158331,0.046646,2
0.073039,0.016484,3
0.314353,0.027885,0
0.23022,0.047305,1
0.168862,0.011416,2
0.083016,0.002665,3
0.314582,0.017405,0
0.258257,0.04112,1
0.150661,0.010861,2
0.07804,0.024761,3
0.302282,0.038694,0
0.24018,0.040668,1
0.157698,0.042283,2
0.106598,0.02402,3
0.288836,0.035009,0
0.213674,0.047617,1
0.163277,0.005548,2
0.076671,0.004993,3
0.29321,0.022688,0
0.259556,0.041633,1
0.137232,0.025083,2
0.095923,0.027737,3
0.296679,0.031668,0
0.261219,0.019426,1
0.171395,0.006634,2
0.072071,0.040046,3
0.313553,0.037153,0
0.25226,0.010665,1
0.183004,0.033362,2
0.070351,0.03998,3
0.329513,0.020255,0
0.233774,0.028415,1
0.168886,0.005595,2
0.105965,0.001664,3
0.322299,0.028413,0
0.229735,0.017319,1
0.183949,0.009716,2
0.103007,0.028209,3
0.298122,0.047176,0
0.234973,0.000547,1
0.153229,0.030207,2
0.08958,0.047145,3
0.303154,0.037705,0
0.225566,0.013153,1
0.166078,0.00191,2
0.102738,0.010384,3
0.331182,0.049612,0
0.227525,0.012633,1
0.171592,0.013961,2
0.109989,0.043155,3
0.302368,0.007929,0
0.264185,0.023164,1
0.164433,0.020908,2
0.113863,0.008289,3
0.32495,0.003191,0
0.254022,0.024253,1
0.15305,0.041524,2
0.075341,0.02377,3
0.303196,0.033801,0
0.246197,0.037555,1
0.185252,0.001736,2
0.105261,0.008443,3
0.340465,0.03637,0
0.232267,0.016913,1
0.174565,0.039463,2
0.102455,0.025063,3
0.308908,0.028988,0
0.225944,0.010901,1
0.149899,0.032226,2
0.10565,0.021595,3
0.329603,0.02583,0
0.23502,0.012244,1
0.172435,0.007929,2
0.096424,0.004437,3
0.346591,0.009578,0
0.270286,0.038659,1
0.183364,0.031554,2
0.097712,0.038592,3
0.349111,0.043716,0
